url,type,error_message
https://febrayer.com/,Warning,"==>>> Warning : contact link not found => contact_link == ('https://febrayer.com/%d8%a7%d9%84%d8%b1%d8%a6%d9%8a%d8%b3%d9%8a%d8%a9/about-us', 'من نحن') 
=> base_url == https://febrayer.com/"
https://febrayer.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://febrayer.com/%d8%a7%d9%84%d8%b1%d8%a6%d9%8a%d8%b3%d9%8a%d8%a9/about-us', 'من نحن') 
=> base_url == https://febrayer.com/"
https://econostrum.info/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://econostrum.info/contact/', 'Contactez-nous') 
=> base_url == https://econostrum.info/"
https://econostrum.info/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://econostrum.info/contact/', 'Contactez-nous') 
=> base_url == https://econostrum.info/"
https://atlasinfo.fr/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://atlasinfo.fr/)"
https://www.koaci.com/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == https://www.koaci.com/#google_vignette)
=> (contact_link = ('https://www.koaci.com/aide.html', ""Besoin d'aide ?""))"
https://www.leral.net/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('tel:++221 78 019 69 69 ( Rédaction)', 'Contact Leral') 
=> base_url == https://www.leral.net/"
https://www.usinenouvelle.com/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == https://www.usinenouvelle.com/les-rendez-vous-de-la-redaction/)
=> (contact_link = ('/contact', ""Besoin d'aide ?""))"
https://www.webmanagercenter.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('mailto:img@planet.tn', 'CONTACT') 
=> base_url == https://www.webmanagercenter.com/"
https://www.usinenouvelle.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.infopro-digital-media.fr/marque/usine-nouvelle/', 'Publicité') 
=> base_url == https://www.usinenouvelle.com/"
https://www.webmanagercenter.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('mailto:img@planet.tn', 'Contact') 
=> base_url == https://www.webmanagercenter.com/"
https://www.agenceecofin.com/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == https://www.agenceecofin.com/equipe)
=> (contact_link = ('/equipe', ""L'équipe""))"
https://www.tizpress.com/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=>(current_contact_link = https://www.tizpress.com/#google_vignette)
=> contact_link_inf = ('https://www.tizpress.com/%d9%85%d9%86-%d9%86%d8%ad%d9%86/', 'من نحن'))"
https://scoop.ma/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://scoop.ma/)"
https://www.mapexpress.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.mapdigitale.ma', 'PUBLICITE') 
=> base_url == https://www.mapexpress.ma/"
https://www.hakaikpress.com/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == https://www.hakaikpress.com/%D8%A7%D9%84%D8%B9%D9%86%D9%88%D8%A7%D9%86_a4639.html)
=> (contact_link = (""javascript:protected_mail('hakaikpress!SPAM!gmail.com')"", 'تواصل معنا'))"
https://www.breitbart.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://media.breitbart.com/media/2019/11/about-breitbart-news.pdf', 'About Us') 
=> base_url == https://www.breitbart.com/"
https://www.breitbart.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://media.breitbart.com/media/2019/11/about-breitbart-news.pdf', 'About Us') 
=> base_url == https://www.breitbart.com/"
https://www.mercurynews.com/advertise/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.mercurynews.com/advertise/', 'Advertise') 
=> base_url == https://www.mercurynews.com/"
https://www.businessghana.com/site/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('/site/contact_us', 'Contact Us'))"
https://www.businessghana.com/site/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://www.arabnews.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('mailto:revenue@srmg.com', 'Advertise with us') 
=> base_url == https://www.arabnews.com/"
https://www.capitalfm.co.ke/news/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.capitalfm.co.ke/contacts/', 'Contact Us') 
=> base_url == https://www.capitalfm.co.ke/news/"
https://www.bakersfield.com/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('/site/about.html', 'About Us'))"
https://www.bakersfield.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://www.bloomberg.com/middleeast,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://www.bloomberg.com/middleeast)"
https://www.businesswire.com/portal/site/home/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://www.businesswire.com/portal/site/home/)"
https://www.cnbc.com/world/?region=world,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://help.cnbc.com/contact/', 'Contact') 
=> base_url == https://www.cnbc.com/world/?region=world"
https://www.arabnews.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('mailto:revenue@srmg.com', 'Advertise with us') 
=> base_url == https://www.arabnews.com/"
https://www.usatoday.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://www.cnbc.com/world/?region=world,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://www.mercurynews.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://larachenews.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://twitter.com/larachenews', 'متابعون') 
=> base_url == https://larachenews.com/"
https://alwadifa-maroc.com/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://alwadifa-maroc.com/)"
https://larachenews.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://instagram.com/larachenews', 'متابعون') 
=> base_url == https://larachenews.com/"
https://www.lopinion.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('/', 'Suivez nous') 
=> base_url == https://www.lopinion.ma/"
https://www.elbotola.com/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://www.elbotola.com/)"
https://larachenews.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://larachenews.com/author/larach', 'هيئة التحرير') 
=> base_url == https://larachenews.com/"
https://larachenews.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://larachenews.com/author/larach', 'هيئة التحرير') 
=> base_url == https://larachenews.com/"
https://larachenews.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://larachenews.com/author/larach', 'هيئة التحرير') 
=> base_url == https://larachenews.com/"
https://larachenews.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://larachenews.com/author/larach', 'هيئة التحرير') 
=> base_url == https://larachenews.com/"
https://larachenews.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://larachenews.com/author/larach', 'هيئة التحرير') 
=> base_url == https://larachenews.com/"
https://larachenews.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://larachenews.com/author/larach', 'هيئة التحرير') 
=> base_url == https://larachenews.com/"
https://larachenews.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://twitter.com/larachenews', 'Twitterمتابعون') 
=> base_url == https://larachenews.com/"
https://larachenews.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://twitter.com/larachenews', 'متابعون') 
=> base_url == https://larachenews.com/"
https://larachenews.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://instagram.com/larachenews', 'متابعون') 
=> base_url == https://larachenews.com/"
https://www.tetouan.ma/portail/web/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('http://vitalistransport.ma/itineraires.php', 'مسارات الحافلات') 
=> base_url == https://www.tetouan.ma/portail/web/"
https://www.okaz.com.sa/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('../../media-kit', 'للإعلان') 
=> base_url == https://www.okaz.com.sa/"
https://www.la-croix.com/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == https://www.la-croix.com/Services/La-Croix/La-Redaction/Contactez-nous-_NG_-2011-04-19-565337)
=> (contact_link = ('https://www.la-croix.com/Service/Aide/L-equipe-2016-05-19-1200761386', ""L'équipe""))"
https://chouftv.ma/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == https://chouftv.ma/contact/)
=> (contact_link = ('https://chouftv.ma/pub', 'للإشهار لدينا'))"
https://www.lepoint.fr/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://larachenews.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://www.huffingtonpost.fr/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://www.huffingtonpost.fr/static/qui-sommes-nous', 'Qui sommes-nous\xa0?'))"
https://www.huffingtonpost.fr/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://www.leparisien.fr/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://fr.allafrica.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://www.latribune.fr/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://www.lejdd.fr/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://hadatcom.com/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://hadatcom.com/)"
https://www.lereporter.ma/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://www.lereporter.ma/contact/', 'Contact'))"
https://www.lereporter.ma/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://www.tic-maroc.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://www.safinow.com/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://www.safinow.com/?page_id=148', 'اتصل بنا'))"
https://www.safinow.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://www.al-madina.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://panet.com/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('/contact', 'تواصل معنا'))"
https://panet.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://www.alyaum.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://www.alriyadh.com/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('/page/it', 'تقنية المعلومات'))"
https://www.alriyadh.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://airinfo.org/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('mailto:contact@airinfo.org', 'Contactez-Nous') 
=> base_url == https://airinfo.org/"
https://www.rtbf.be/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.rtbf.be/dossier/sexualite', 'Sexualité') 
=> base_url == https://www.rtbf.be/"
https://www.deplacementspros.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.deplacementspros.com/lequipe', 'L’équipe') 
=> base_url == https://www.deplacementspros.com/"
https://www.deplacementspros.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.deplacementspros.com/contacts', 'Contacts') 
=> base_url == https://www.deplacementspros.com/"
https://www.deplacementspros.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.emploi-tourisme.net/job/responsable-voyage', 'Responsable voyage') 
=> base_url == https://www.deplacementspros.com/"
https://www.espacemanager.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('/', 'Contact') 
=> base_url == https://www.espacemanager.com/"
https://www.tourmag.com/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('/voyagesresponsables/', 'Voyages Responsables'))"
https://www.tourmag.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://www.albayan.ae/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.linkedin.com/company/albayannews', 'لينكد إن') 
=> base_url == https://www.albayan.ae/"
https://www.emaratalyoum.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.emaratalyoum.com/rss-7.951867', 'خدمة RSS') 
=> base_url == https://www.emaratalyoum.com/"
https://www.tustex.com/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('/a-propos-de-nous', 'À propos de nous'))"
https://www.tustex.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://www.usine-digitale.fr/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('/contact', ""Besoin d'aide ?""))"
https://www.usine-digitale.fr/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.infopro-digital-media.fr/marque/lusine-digitale/', 'Publicité') 
=> base_url == https://www.usine-digitale.fr/"
https://www.emaratalyoum.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://www.adwaalwatan.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://www.turess.com/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=>(current_contact_link = https://www.turess.com/advertisement)
=> contact_link_inf = ('/advertisement', 'الإعلانات'))"
https://www.kuna.net.kw/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=>(current_contact_link = https://www.kuna.net.kw/CategoryPage.aspx?id=118&language=ar&new=1)
=> contact_link_inf = ('CategoryPage.aspx?id=118&language=ar&new=1', 'النقل والإتصالات'))"
https://www.albayan.ae/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.linkedin.com/company/albayannews', 'لينكد إن') 
=> base_url == https://www.albayan.ae/"
https://www.kuna.net.kw/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=>(current_contact_link = https://www.kuna.net.kw/CategoryPage.aspx?id=121&language=ar&new=1)
=> contact_link_inf = ('CategoryPage.aspx?id=121&language=ar&new=1', 'الإسكان'))"
https://machahid.info/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://machahid.info/)"
https://www.kuna.net.kw/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=>(current_contact_link = https://www.kuna.net.kw/CategoryPage.aspx?id=118&language=ar&new=1)
=> contact_link_inf = ('CategoryPage.aspx?id=118&language=ar&new=1', 'النقل والإتصالات'))"
https://matinlibre.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('tel:(777) 625-7647', 'APPELEZ-NOUS (+229) 97 99 25 22') 
=> base_url == https://matinlibre.com/"
https://www.kuna.net.kw/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=>(current_contact_link = https://www.kuna.net.kw/CategoryPage.aspx?id=120&language=ar&new=1)
=> contact_link_inf = ('CategoryPage.aspx?id=120&language=ar&new=1', 'عمل'))"
http://fr.essirage.net/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('/node/3', 'Contact') 
=> base_url == http://fr.essirage.net/"
https://www.kuna.net.kw/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=>(current_contact_link = https://www.kuna.net.kw/CategoryPage.aspx?id=548&language=ar&new=1)
=> contact_link_inf = ('CategoryPage.aspx?id=548&language=ar&new=1', 'النقل والاتصالات'))"
https://www.kuna.net.kw/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.cbk.gov.kw/ar/monetary-policy/market-operations/exchange-rates', 'العملات') 
=> base_url == https://www.kuna.net.kw/"
https://www.therollingnotes.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.therollingnotes.com/contact/', 'Contact') 
=> base_url == https://www.therollingnotes.com/"
https://wn.com/Agadir_post,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://wn.com/contact', 'Contact') 
=> base_url == https://wn.com/Agadir_post"
https://www.ahewar.org/debat/nr.asp,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.linkedin.com/company/ahewarorg', 'لينكد إن') 
=> base_url == https://www.ahewar.org/debat/nr.asp"
https://pharmacie.ma/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://pharmacie.ma/)"
https://cameroonvoice.com/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=>(current_contact_link = https://cameroonvoice.com/author/cameroonvoice/)
=> contact_link_inf = ('https://cameroonvoice.com/author/cameroonvoice/', 'La Rédaction'))"
https://www.ahewar.org/debat/nr.asp,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=>(current_contact_link = https://www.ahewar.org/debat/nr.asp)
=> contact_link_inf = ('https://www.linkedin.com/company/ahewarorg', 'لينكد إن'))"
https://www.alayam24.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.alayam24.com/%d9%84%d9%84%d8%a5%d8%aa%d8%b5%d8%a7%d9%84-%d8%a8%d9%86%d8%a7', 'للإتصال بنا') 
=> base_url == https://www.alayam24.com/"
https://alhodhode.com/cgi-sys/suspendedpage.cgi,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('mailto:webmaster@alhodhode.com', 'Contact your hosting provider') 
=> base_url == https://alhodhode.com/cgi-sys/suspendedpage.cgi"
https://www.mubasher.info/countries/ma,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=>(current_contact_link = https://www.mubasher.info/countries/ae)
=> contact_link_inf = ('/change-country?to=ae&url=/countries/ma', 'الإمارات'))"
https://www.maroc-hebdo.press.ma/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == https://www.maroc-hebdo.press.ma/publicite)
=> (contact_link = ('/equipe', ""L'équipe""))"
https://www.mubasher.info/countries/ma,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=>(current_contact_link = https://www.mubasher.info/news/ma/now/popular)
=> contact_link_inf = ('/news/ma/now/popular', 'منتشر الآن'))"
https://www.alayam24.com/%d9%84%d9%84%d8%a5%d8%b9%d9%84%d8%a7%d9%86,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.alayam24.com/%d9%84%d9%84%d8%a5%d8%b9%d9%84%d8%a7%d9%86', 'للإعلان') 
=> base_url == https://www.alayam24.com/"
https://www.mubasher.info/countries/ma,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('/ir-services', 'خدمات المواقع') 
=> base_url == https://www.mubasher.info/countries/ma"
https://howiyapress.com/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://howiyapress.com/)"
https://www.alqalamlhor.com/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('http://www.alqalamlhor.com/p/blog-page_25.html', 'للإتصال بنا'))"
https://www.almouhitalfilahi.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://hadath.ma/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://hadath.ma/contact-us/', 'إتصل بنا'))"
https://boursenews.ma/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('/lequipe', ""L'équipe""))"
https://boursenews.ma/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == https://boursenews.ma/apropo-comminucation-financiere)
=> (contact_link = ('/lequipe', ""L'équipe""))"
https://eljadidascoop.com/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://eljadidascoop.com/?p=32708', ""À propos d'Azzeddine Amanallah l'entraîneur...""))"
https://eljadidascoop.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
