url,emails,telephones,facebook,twitter,instagram,linkedin,youtube,tiktok,contact_sources
https://aujourdhui.ma/,,"0522542009, 0522457560",https://www.facebook.com/aujourdhui.ma,https://twitter.com/AujourdhuiMa,https://www.instagram.com/aujourdhui.ma/,https://ma.linkedin.com/company/aujourd-hui-le-maroc,https://www.youtube.com/c/ALMWEBTV,,"https://aujourdhui.ma/ ==> True, https://aujourdhui.ma/qui-sommes-nous ==> True, https://aujourdhui.ma/contact ==> True, https://aujourdhui.ma/#google_vignette ==> True"
https://femmesdumaroc.com/,courrier@femmesdumaroc.com,05.22.34.72.22,https://www.facebook.com/FemmesDuMaroc.Caftan,https://twitter.com/femmesdumaroc,https://www.instagram.com/femmesdumaroc_officiel/,,https://www.youtube.com/@femmesdumaroc/featured,https://www.tiktok.com/@femmesdumaroc_officiel,"https://femmesdumaroc.com/ ==> True, https://femmesdumaroc.com/author/fdm ==> True, https://femmesdumaroc.com/author/alaoui ==> True, https://femmesdumaroc.com/qui-sommes-nous-3 ==> True"
https://www.libe.ma/,"Liberation@libe.ma, mouradtabet@libe.ma, annoncesliberation@libe.ma, kamalmountassir@libe.ma, mohamedbenarbia@libe.ma, hassanbentaleb@libe.ma, publiberation@gmail.com, admin@libe.ma, alainbouithy@libe.ma, chaabichady@libe.ma, mohamedbouarab@libe.ma, mehdiouassat@libe.ma","0522620972, 052262.32.32, 052231.28.10, 052231.00.62, 052261.94.04, 0522619400/04, 22619400/04, 052262.09.72",,,,,https://www.youtube.com/watch?v=kF2CWUWYF24,,"https://www.libe.ma/ ==> True, https://www.libe.ma/pages/ ==> True"
https://kifache.com/,"kifacheinfo@gmail.com, mahlasimo@gmail.com",,https://www.facebook.com/Kifache.Officiel/,https://twitter.com/kifachinfo,,,https://www.youtube.com/channel/UCDnHrNrivT4AkwJdAgE8ZCw,,"https://kifache.com/%d8%a7%d8%aa%d8%b5%d9%84-%d8%a8%d9%86%d8%a7/ ==> True, https://kifache.com/ ==> True, https://kifache.com/conditions/ ==> True, https://kifache.com/%d9%87%d9%8a%d8%a3%d8%a9-%d8%a7%d9%84%d8%aa%d8%ad%d8%b1%d9%8a%d8%b1/ ==> True, https://kifache.com/%d9%84%d9%84%d8%a5%d8%b4%d9%87%d8%a7%d8%b1/ ==> True"
https://medi1tv.com/,"redaction@medi1tv.com, recrutement@medi1tv.com, info@medi1tv.com, commercial@regie3.ma","00212539394507, 0522950280, 00212539399800","https://www.facebook.com/Medi1TV, https://www.facebook.com/medi1tv","https://www.twitter.com/medi1tv, https://twitter.com/medi1tv","https://www.instagram.com/medi1tv, https://www.instagram.com/medi1tv/",https://www.linkedin.com/company/medi1tv/,https://www.youtube.com/medi1tv,,"https://medi1tv.com/ar/regie ==> True, https://medi1tv.com/ ==> True, https://medi1tv.com/ar/%D8%B6%D9%8A%D9%81-%D8%A7%D9%84%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1 ==> True, https://medi1tv.com/ar/contact ==> True, https://medi1tv.com/ar/reportages/invites ==> True, https://medi1tv.com/ar/chaine ==> True, https://medi1tv.com/ar/%23 ==> True"
https://www.alalam.ma/,,,"https://www.facebook.com/alalam.web, https://www.facebook.com/alalamjournal/",https://twitter.com/alalam_web,https://www.instagram.com/alalam.web/,,https://www.youtube.com/channel/UCx71YxB3rtPRlRqdpi-SrNg,,"https://www.alalam.ma/ ==> True, https://www.alalam.ma/%D8%A5%D8%B9%D9%84%D8%A7%D9%85-%D9%88%D8%AA%D9%88%D8%A7%D8%B5%D9%84_r17.html ==> True"
https://www.lavieeco.com/,,,https://www.facebook.com/Lavieeco/,https://twitter.com/journallavieeco,https://www.instagram.com/lavieeco.maroc/?hl=fr,https://www.linkedin.com/company/la-vie-%C3%A9co/,https://www.youtube.com/channel/UCZHxKjG-Lsd9fUpxAZfSqQA,https://www.tiktok.com/@lavie_eco,"https://www.lavieeco.com/a-propos-de-la-vie-eco/ ==> True, https://www.lavieeco.com/ ==> True"
https://www.hitradio.ma/,contact@neoregie.ma,"+212(0)530330330, +212-522-36-10-90/91, 212-522-36-10-90/91",https://www.facebook.com/HITRADIO.OFFICIEL/,https://twitter.com/hitradioma,https://www.instagram.com/hitradioma/?hl=fr,"https://www.linkedin.com/company/neoregie/, https://www.linkedin.com/company/hit-radio/",https://www.youtube.com/channel/UCoS0xYkuJq07NU92yFBEfKA,https://www.tiktok.com/@hitradio.officiel,"https://www.neoregie.ma/ ==> True, https://www.hitradio.ma/contact ==> True, https://www.hitradio.ma/ ==> True, https://www.hitradio.ma/fr/contact ==> True"
http://nouchi.com/,,678910111213141516171819202122232425262728293031,https://www.facebook.com/nouchicom,http://twitter.com/share,,,,,"http://nouchi.com/contact.html ==> False, http://nouchi.com/ ==> True, http://nouchi.com/publicite.html ==> True"
https://madame.lefigaro.fr/,"pubprint@figaromedias.fr, pubweb@figaromedias.fr, syndication-service@lefigaro.fr",,"https://fr-fr.facebook.com/MadameFigaro/, https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fmadame.lefigaro.fr%2Fcontacts&amp;display=popup","https://twitter.com/intent/tweet?url=https%3A%2F%2Fmadame.lefigaro.fr%2Fcontacts&amp;text=Madame%20Figaro%20-%20%C3%A0%20lire%20%3A%20Contacts, https://twitter.com/Madamefigaro","https://www.instagram.com/madofficiel/, https://www.instagram.com/madamefigarofr/?hl=fr","https://www.linkedin.com/showcase/madame-figaro/, https://www.linkedin.com/sharing/share-offsite/?url=https%3A%2F%2Fmadame.lefigaro.fr%2Fcontacts",,,"https://madame.lefigaro.fr/contacts ==> True, https://madame.lefigaro.fr/ ==> True, https://faq.lefigaro.fr/hc/fr ==> False"
https://golf.lefigaro.fr/,,,https://fr-fr.facebook.com/lefigaro/,"https://twitter.com/MEDIAFIGARO, https://twitter.com/Le_Figaro","https://www.instagram.com/14h_mediafigaro/, https://www.instagram.com/lefigaro/, https://www.instagram.com/media.figaro/","https://www.linkedin.com/company/le-figaro/mycompany/, https://www.linkedin.com/company/mediafigaro/",,https://www.tiktok.com/@lefigaro,"https://faq.lefigaro.fr/hc/fr ==> False, https://faq.lefigaro.fr/hc/fr?utm_source=faq&utm_medium=internal&utm_campaign=footer ==> False, https://media.figaro.fr/ ==> True, https://golf.lefigaro.fr/ ==> True"
https://www.avito.ma/,,,https://www.facebook.com/Avito.ma,https://www.twitter.com/Avitoma,https://www.instagram.com/avito.ma,https://www.linkedin.com/company/avitomaroc/,https://www.youtube.com/channel/UCtslQB0IQ98Hfd-V3rNhzjA,,https://www.avito.ma/ ==> True
https://www.meretmarine.com/fr,"helene.marzal@meretmarine.com, abonnement@meretmarine.com, info@meretmarine.com","0298627530, 0676056550, 0298627641, 0298622093, 6724329672",https://www.facebook.com/MerEtMarine,https://twitter.com/MeretMarine,,https://fr.linkedin.com/company/meretmarine,,,"https://www.meretmarine.com/fr/qui-sommes-nous ==> True, https://www.meretmarine.com/fr/nous-contacter#no-back ==> True, https://www.meretmarine.com/fr ==> True"
https://www.infomediaire.net/,"contact@cngroup.ma, marketing@infomediaire.ma, commercial@cngroup.ma",0520245146,,,,,https://www.youtube.com/watch?v=kF2CWUWYF24,,"https://www.infomediaire.net/a-propos-de-nous/ ==> True, https://www.infomediaire.net/ ==> True, https://www.infomediaire.net/contact/ ==> True"
https://www.hibasport.com/,infos.amtm@gmail.com,"42024-05-21, 002126633971342024-, -18:0020:0014:0017:, 0017:0015:00, 14:0017:0017:0015:00, 42024-05-27",,,,,,,"https://www.hibasport.com/contact.html ==> True, https://www.hibasport.com/#google_vignette ==> True, https://www.hibasport.com/ ==> True"
http://aniamey.com/,newsletter@aniamey.com,"33+0.6-0.234/8/202121/10/202218/7/20234/8/20215/8/2021, 36.69+1.060.00",https://www.facebook.com/aniameycom,https://twitter.com/aNiamey,,,http://www.youtube.com/user/aNiamey,,"http://news.aniamey.com/rubriques/presse-inter.asp ==> False, http://aniamey.com/ ==> True, http://news.aniamey.com/documents/ ==> False"
https://www.abidjan.net/,info@weblogy.com,0112040711,https://www.facebook.com/abidjan.net,https://twitter.com/abidjan_net,,,https://www.youtube.com/user/abidjannetTV,,https://www.abidjan.net/ ==> True
https://www.marocecho.com/,contact@marocecho.com,,,,,,,,https://www.marocecho.com/ ==> True
https://www.bladi.net/,,,,,,,,,"https://www.bladi.net/contact.html ==> False, https://www.bladi.net/ ==> False"
https://www.lemag.ma/,editors@lemag.ma,+33140219595,,,,,,,"https://www.lemag.ma/ ==> False, https://www.lemag.ma/contacter-lequipe/ ==> True"
https://www.achnoo.com/,,,,,,,,,"https://www.achnoo.com/ ==> False, https://www.achnoo.com/contact/ ==> False"
https://www.alarabiya.net/,"contactus@alarabiya.net, logo@2x.png",,https://www.facebook.com/AlArabiya/,https://www.twitter.com/AlArabiya/,https://www.instagram.com/alarabiya/,https://www.linkedin.com/company/alarabiya/,https://www.youtube.com/alarabiya/,,"https://www.alarabiya.net/ ==> True, https://www.alarabiya.net/tools/mrss ==> False, https://www.alarabiya.net/ ==> False"
https://www.aeronautique.ma/,contact@aeronautique.ma,,"http://www.facebook.com/share.php?u=https%3A%2F%2Fwww.aeronautique.ma%2FAeronautique-ma-Qui-sommes-nous_a4844.html, https://www.facebook.com/Aeronautique.ma","http://twitter.com/intent/tweet?text=Aeronautique.ma+%3A+Qui+sommes-nous+%3F+http%3A%2F%2Fxfru.it%2FyGgqsa, http://twitter.com/aerohebdo",http://instagram.com/aeronautique.ma/,http://www.linkedin.com/shareArticle?mini=true&amp;url=https%3A%2F%2Fwww.aeronautique.ma%2FAeronautique-ma-Qui-sommes-nous_a4844.html&amp;title=Aeronautique.ma+%3A+Qui+sommes-nous+%3F&amp;source=&amp;summary=,http://www.youtube.com/user/aeronautiquema,,"https://www.aeronautique.ma/forms/Demande-Media-Kit-2024_f5.html ==> True, https://www.aeronautique.ma/forms/Pour-nous-contacter_f3.html ==> True, https://www.aeronautique.ma/ ==> True, https://www.aeronautique.ma/Aeronautique-ma-Qui-sommes-nous_a4844.html ==> True"
https://www.yabiladi.com/,"pub@yabiladi.com, webmaster@yabiladi.com, redaction@yabiladi.com",,https://www.facebook.com/fr.yabiladi,https://twitter.com/yabiladi_fr,,,https://www.youtube.com/c/yabiladiTv,,"https://www.yabiladi.com/ ==> True, https://www.yabiladi.com/contact/nous ==> True"
https://febrayer.com/,04d@2x.png,"0920:3122:01, 04:3506:1913:25, 41.249.251.141",https://web.facebook.com/febrayer?_rdr,https://twitter.com/Febrayer_com,https://www.instagram.com/febrayer/?hl=en,,https://www.youtube.com/channel/UCbCayPbm7dTpbyNOPuMsSfA,https://www.tiktok.com/@febrayer.com,"https://febrayer.com/ ==> True, https://febrayer.com/category/%d8%a7%d8%b9%d9%85%d8%af%d8%a9 ==> True"
https://lareleve.ma/,sreleve@yahoo.fr,"+212537736115, +212661368360",https://www.facebook.com/lareleve.ma,https://twitter.com/sitelareleve,,,"https://www.youtube.com/channel/UC5qP_JL9h5TTZd4Qp6wA1qA, https://www.youtube.com/channel/UCd5UHAiOKrhs39YzzXs5PTQ",,"https://lareleve.ma/#google_vignette ==> True, https://lareleve.ma/contactez-nous/ ==> True, https://lareleve.ma/ ==> True"
https://burkina24.com/,info@burkina24.com,+(226)25-33-38-30,"https://web.facebook.com/Burkina24, https://www.facebook.com/Burkina24",https://twitter.com/burkina24,https://www.instagram.com/burkina24/,https://www.linkedin.com/company/burkina-24/,https://www.youtube.com/user/B24Ouaga/videos,"https://www.tiktok.com/@burkina_24, https://www.tiktok.com/@burkina_24?","https://burkina24.com/ ==> True, https://burkina24.com/#google_vignette ==> True, https://burkina24.com/author/redaction-b24/ ==> True"
